SAMPLE ID	IGSN	SOURCE	REFERENCE	EXPEDITION ID	LATITUDE	LONGITUDE	LOC PREC	MAX ELEVATION	MIN ELEVATION	MIN AGE	AGE	MAX AGE	METHOD	ANALYZED MATERIAL	ROCK TYPE	ROCK NAME	MINERAL	SIO2	TIO2	AL2O3	FEOT	MGO	CAO	NA2O	K2O	SR87_SR86	ND143_ND144
PIS1991-183-012		EARTHCHEMDB	RHODES, J M, 2015	PIS1991-183-012	18.879	-155.693	0.0001	-750	-750				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		49.2	1.61	11.02		15.2	8.63	2.19	0.26		
HESTFJALL 5-IS-16		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.0147	-20.6868	0.0001	168	168				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		47.66	1.76	14.99	12.24	8.4	12.18	1.9	0.13		
JS20306-008		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20306	21.7403	-159.012	0.0001	-3352	-3352				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		53.73	1.4	12.47		10.77	8.27	1.89	0.22		
JS20306-027		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20306	21.7551	-158.992	0.0001	-3236	-3236				Unknown	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		54.33	1.78	14.11		7.83	10.22	2.31	0.32		
JS20306-027		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20306	21.7551	-158.992	0.0001	-3236	-3236				TIMS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT										0.703743	0.512893
JS20306-027		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20306	21.7551	-158.992	0.0001	-3236	-3236				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.32	1.46	11.82		13.1	8.57	1.94	0.28		
PETDB-3212-SR0352-0.00		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		49.81	2.63	13.1		7.6	11.1	2.27	0.43		
JS20306-028		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20306	21.7683	-158.962	0.0001	-3212	-3212				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.56	2.45	12.73		9.69	8.7	2.26	0.76		
PETDB-3211-R699-3.7-4.0		EARTHCHEMDB	RHODES, J M; HUANG, S; FREY, F A; PRINGLE, M; XU, G, 2012	nr	19.7408	-155.05	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		46.69	1.9	10.04		16.13	10.35	1.64	0.22		
PIS1991-185-003		EARTHCHEMDB	RHODES, J M, 2015	PIS1991-185-003	18.7625	-155.715	0.0001	-1735	-1735				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.36	2.28	12.48		9.53	9.76	2.26	0.42		
PETDB-3212-SR0627-0.80		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.99	1.83	10.12		16.81	8.6	1.54	0.18		
JS20017-007		EARTHCHEMDB	RHODES, J M, 2015	JS20017-007	19.3738	-155.935	0.0001	-917	-917				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	ALKALI BASALT		46.55	3.48	15.68		5.99	8.71	3.86	0.88		
PETDB-3211-R158-1.75-2.10		EARTHCHEMDB	RHODES, J M; HUANG, S; FREY, F A; PRINGLE, M; XU, G, 2012	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		50.78	2.6	13.82		6.83	11.04	1.64	0.3		
PETDB-3215-NE-23		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.08	2.2	13.83		7.81	10.28	1.97	0.29		
PETDB-3212-SR0175-0.70		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		45.21	1.54	7.65		23.96	6.89	1	0.08		
PETDB-3215-ML-257		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.55	2.12	13.81		6.74	10.52	2.35	0.4		
MOA9902-027-032		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	19.3545	-155.983	0.0001	-1750	-1750				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.25	1.98	12.27		10.87	9.69	1.95	0.31		
LBH-IT-483		EARTHCHEMDB	EASON, D; SINTON, J M, 2009	nr	64.4815	-20.4269	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.54	1.75	15.99	11.57	7.04	12.8	1.82	0.17		
PETDB-3215-ML-70		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.36	2.14	13.73		6.94	10.55	2.21	0.45		
PETDB-3215-L90-88		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.35	2.23	14.61		6.68	10.76	2.46	0.4		
PETDB-3297-K-2		EARTHCHEMDB	ZHONG, Y; CHEN, L-H; WANG, X-J; ZHANG, G-L; XIE, L; ZENG, G, 2017	nr	19.6	-155.97	0.01						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		45.75	2.13	13.71		9.38	9.97	2.76	0.86		
PETDB-3212-SR0147-7.10		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.5	3.08	14.19		7.31	11.68	2.17	0.17		
JS20024-004		EARTHCHEMDB	RHODES, J M, 2015	JS20024-004	18.6245	-155.781	0.0001	-4401	-4401				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		48.86	1.75	10.62		15.84	8.3	1.81	0.27		
PETDB-3212-SR0040-0.00		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		45.23	0.92	6.39		27.46	5.74	0.92	0.14		
JS20306-014		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20306	21.7531	-159.012	0.0001	-3219	-3219				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.77	1.61	12.17		12.67	9.34	1.39	0.35		
KJALHRAUN-IS-47I		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.797	-19.4688	0.0001						EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.4	2.84	13.3	14.3	5.89	10.4	2.53	0.4		
LITLA-BJÖRNSFELL 1-IS-80B		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.4936	-20.7753	0.0001	643	643				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.4	1.89	14.8	12.4	7.66	12.6	2.15	0.2		
LITLA-BJÖRNSFELL 1-IS-80B		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.4936	-20.7753	0.0001	643	643				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.2	1.64	15.28	12.02	9.18	11.86	1.66	0.16		
JS20296-025		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20296	21.6407	-159.041	0.0001	-3545	-3545				FL-ES	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT									0.49		
JS20296-025		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20296	21.6407	-159.041	0.0001	-3545	-3545				TIMS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT										0.703733	0.512949
JS20296-025		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20296	21.6407	-159.041	0.0001	-3545	-3545				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.55	2.48	13.29		7.9	10.57	2.19	0.46		
PETDB-3211-R116-6.25-7.2		EARTHCHEMDB	RHODES, J M; HUANG, S; FREY, F A; PRINGLE, M; XU, G, 2012	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		50.4	2.42	13.06		8.11	10.87	2.4	0.28		
JS20026-001		EARTHCHEMDB	RHODES, J M, 2015	JS20018-013	19.179	-155.979	0.0001	-1972	-1972				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.54	1.67	11.03		14.47	8.65	1.8	0.28		
KAK1982-ML4-059		EARTHCHEMDB	RHODES, J M, 2015	KAK1982	18.6192	-155.775	0.0001	-2113	-2113				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		49.27	1.46	11.28		15.72	8.75	1.73	0.23		
HLÖÐUFELL 3-IS-127		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.4202	-20.5342	0.0001	883	883				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.89	1.91	15.62	12.96	6.15	12.55	1.54	0.18		
JS20306-007		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20306	21.7331	-158.999	0.0001	-3207	-3207				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.98	1.76	12.19		11.71	8.9	2.13	0.46		
JS20017-004		EARTHCHEMDB	RHODES, J M, 2015	JS20017-004	19.374	-155.936	0.0001	-1000	-1000				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	ALKALI BASALT		46.68	3.48	15.64		5.94	8.94	3.52	0.88		
PETDB-3212-SR0137-5.98		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		48.1	2.77	13.16		9.67	10.86	1.91	0.26		
PETDB-3215-ML-110		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.64	1.97	13.37		7.83	10.18	2.21	0.33		
JS20024-016		EARTHCHEMDB	RHODES, J M, 2015	JS20024-016	18.6407	-155.767	0.0001	-3861	-3861				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		47.59	1.44	9.3		20.2	7.32	1.51	0.22		
PETDB-3211-R149-1.2-1.6		EARTHCHEMDB	RHODES, J M; HUANG, S; FREY, F A; PRINGLE, M; XU, G, 2012	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		50.73	2.59	13.82		6.75	10.88	2.13	0.36		
JS20025-007		EARTHCHEMDB	RHODES, J M, 2015	JS20025-007	18.6623	-155.74	0.0001	-3469	-3469				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.28	1.79	12.23		11.4	9.36	1.53	0.28		
MOA9902-018-032		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.8069	-155.85	0.0001	-3100	-3100				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		48.79	1.75	10.35		16.53	8.07	1.73	0.3		
PETDB-3215-ML-10		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.63	2.08	13.59		7	10.56	2.17	0.37		
PETDB-3215-ML-264		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.49	2.03	13.58		7.48	10.41	2.35	0.38		
PETDB-3215-ML-31		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.68	1.66	10.64		16.06	8.17	1.7	0.34		
PETDB-3214-SR0759-9.2		EARTHCHEMDB	HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q, 2016	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		46.01	1.66	9.06		20.69	7.73	1.1	0.17		
PETDB-3212-SR0299-2.10		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		48.52	2.54	12.2		10.79	10.14	2	0.3		
PETDB-3215-ML-37		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.34	2.05	13.58		7.07	10.52	2.18	0.36		
HRÚTFELL 4-IS-107		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.7233	-19.7777	0.0001	900	900				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.47	1.75	16.01	11.85	8.41	12.17	1.66	0.14		
PETDB-3215-ML-15		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.38	2.15	13.8		6.82	10.55	2.32	0.44		
PETDB-3212-SR0149-1.10		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		45.62	1.86	8.71		19.96	8.67	1.25	0.1		
PETDB-3215-Ml-160		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.38	2.08	13.64		6.67	10.53	2.53	0.38		
MOA9902-004-013		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.62	-155.775	0.0001	-4500	-4500				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		49.72	1.93	11.56		13.09	9.03	1.99	0.32		
PIS1991-182-002		EARTHCHEMDB	RHODES, J M, 2015	PIS1991-182-002	18.8829	-155.722	0.0001	-1405	-1405				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		48.36	1.62	10.57		16.11	8.5	1.94	0.27		
PETDB-3215-ML-277		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.26	1.95	13.15		8.76	10.09	2.39	0.35		
PETDB-3212-SR0451-7.90		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.09	1.8	9.37		19.07	7.84	1.45	0.27		
MOA9902-014-031		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.8167	-156.056	0.0001	-4400	-4400				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.75	2.04	13.75		7.17	10.8	2.25	0.31		
JS20015-008		EARTHCHEMDB	RHODES, J M, 2015	JS20015-008	19.3547	-155.955	0.0001	-1658	-1658				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.7	2.2	13.88		7.13	10.31	2.16	0.42		
PETDB-3215-L88-16		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51	2.06	13.52		7.35	10.41	2.85	0.34		
MOA9902-016-011		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.983	-155.917	0.0001	-1600	-1600				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.69	1.93	11.76		12.47	9.14	2.19	0.32		
MOA9902-014-027		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.8167	-156.056	0.0001	-4400	-4400				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		47.46	1.43	9.39		20.06	7.57	1.48	0.19		
JS20306-019		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20306	21.7568	-159.007	0.0001	-3192	-3192				Unknown	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.61	2.91	14.81		5.68	9.48	3.19	1.06		
JS20306-019		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20306	21.7568	-159.007	0.0001	-3192	-3192				TIMS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT										0.703837	0.51292
JS20306-019		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20306	21.7568	-159.007	0.0001	-3192	-3192				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.03	2.68	13.71		8.58	8.59	2.87	0.95		
PETDB-3215-L90-20A		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.78	2.03	13.33		7.79	10.09	2.27	0.44		
EIRÍKSJÖKULL 3-IS-96		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.7538	-20.4771	0.0001	975	975				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.79	1.06	18.46	10.1	6.41	13.71	1.41	0.06		
PETDB-3215-NE-32A		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.76	2.24	13.09		7.51	9.99	2.01	0.49		
JS20025-021		EARTHCHEMDB	RHODES, J M, 2015	JS20025-021	18.6953	-155.736	0.0001	-2734	-2734				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.4	1.98	12.7		9.73	10.04	2.14	0.31		
JS20025-002		EARTHCHEMDB	RHODES, J M, 2015	JS20025-002	18.66	-155.737	0.0001	-3596	-3596				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.29	1.78	12.19		11.33	9.41	1.91	0.28		
JS20023-015		EARTHCHEMDB	RHODES, J M, 2015	JS20023-015	18.6832	-155.7	0.0001	-3411	-3411				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		47.14	1.34	8.66		21.44	6.9	1.26	0.2		
JS20020-007		EARTHCHEMDB	RHODES, J M, 2015	JS20020-006	18.8233	-155.711	0.0001	-1184	-1184				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.53	1.96	12.51		10.28	9.73	1.87	0.31		
JS20015-009		EARTHCHEMDB	RHODES, J M, 2015	JS20015-009	19.3552	-155.954	0.0001	-1629	-1629				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	ALKALI BASALT		46.5	3.56	15.66		5.81	8.93	3.57	0.9		
JS20306-018		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20306	21.7557	-159.014	0.0001	-3033	-3033				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.13	1.81	13.33		9.45	10.23	2.05	0.46		
PIS1991-184-013		EARTHCHEMDB	RHODES, J M, 2015	PIS1991-184-012	18.8516	-155.696	0.0001	-550	-550				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		48.68	1.81	10.95		15.48	8.51	2.12	0.26		
R686-3.9-4.1		EARTHCHEMDB	DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S, 2019	nr	19.7408	-155.05	0.0001						ICPMS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT			1.93	10		14.56	8.78	1.44	0.5		
R686-3.9-4.1		EARTHCHEMDB	DEFELICE, C; MALLICK, S; SAAL, A E; HUANG, S, 2019	nr	19.7408	-155.05	0.0001						MC-ICP-MS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT										0.703143	0.513076
PETDB-3215-ML-47		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.65	2.1	13.56		6.89	10.54	2.13	0.36		
PETDB-3215-NE-39		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		52.04	2.39	13.49		6.03	9.95	2.49	0.49		
KAK1982-ML2-001		EARTHCHEMDB	RHODES, J M, 2015	KAK1982	18.6976	-155.772	0.0001	-2237	-2237				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.09	2.1	11.81		11.82	9.35	1.99	0.38		
PETDB-3215-L93-250A		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		47.51	1.34	8.89		20.76	6.79	1.37	0.26		
